geo_event_id,name,lat,lng,address,notification_type,is_active,date_created,first_seen,last_seen,ros_value,last_acreage,first_radio_traffic_indicates_rate_of_spread,first_radio_traffic_indicates_structure_threat,first_radio_traffic_indicates_spotting,first_data.evacuation_orders,first_data.evacuation_warnings,first_data.evacuation_advisories,first_notification_type,first_data.acreage,alert_lag_mins,warning_to_order_mins,ros_to_evac_mins,had_evac_order,had_evac_warning,had_structure_threat,had_ros_report,ros_severity
99,Cache Fire,38.927531665943064,-122.60156695504432,6th Ave × Cache St - Lower Lake,normal,0,2021-08-18 19:38:32.661029,2021-08-18 19:40:59.623819+00:00,2021-08-18 23:03:45.885438+00:00,extreme,,2021-08-18 19:40:59.623819+00:00,2021-08-18 19:52:08.800946+00:00,,,,,,,,,,0.0,0.0,1.0,1.0,5.0
100,Vegetation Fire,38.4253733,-122.3926005,"7585 St Helena Hwy, Napa, CA 94558, USA",normal,0,2021-08-19 19:21:29.082274,,,,,,,,,,,,,,,,,,,,
101,Shady Fire,38.48057747069226,-122.99994707107544,"Old Monte Rio Road, Guerneville, CA, USA",normal,0,2021-08-20 05:13:38.405482,2021-08-20 05:31:14.511140+00:00,2021-08-20 05:31:14.511140+00:00,slow,,2021-08-20 05:31:14.511140+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
102,Dutton Fire,38.4101067,-122.729297,"Dutton Meadow & Tuxhorn Dr, Santa Rosa, CA 95407, USA",normal,0,2021-08-21 04:51:16.267894,,,,,,,,,,,,,,,,,,,,
103,Vegetation Fire,38.2473235,-122.5923679,"Casa Grande Rd & Allen St, Petaluma, CA 94954, USA",normal,0,2021-08-21 21:11:18.349837,2021-08-21 21:20:54.254949+00:00,2021-08-21 21:20:54.254949+00:00,moderate,,2021-08-21 21:20:54.254949+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
104,Vegetation Fire,38.3400922,-122.7415831,"1068 Stony Glen Ln, Cotati, CA 94931, USA",normal,0,2021-08-22 01:21:48.398107,,,,,,,,,,,,,,,,,,,,
105,Vegetation Fire,38.3400922,-122.7415831,"1068 Stony Glen Ln, Cotati, CA 94931, USA",normal,0,2021-08-22 01:23:18.037828,,,,,,,,,,,,,,,,,,,,
106,Pepper Fire,38.2844118,-122.6877416,"Pepper Rd & Stony Point Rd, California 94952, USA",normal,0,2021-08-22 21:09:37.207067,,,,,,,,,,,,,,,,,,,,
107,Vegetation Fire,38.274061,-122.6769334,"Denman Rd & Stony Point Rd, Petaluma, CA 94954, USA",normal,0,2021-08-22 21:11:07.178319,,,,,,,,,,,,,,,,,,,,
108,Vegetation Fire,38.4396139,-122.7615427,"2375 W 3rd St, Santa Rosa, CA 95401, USA",normal,0,2021-08-23 00:46:22.356525,,,,,,,,,,,,,,,,,,,,
109,Mountain Fire,38.672861,-122.9458827,"Mountain View Ranch Rd & W Dry Creek Rd, California 95448, USA",normal,0,2021-08-23 05:31:35.368975,2021-08-23 05:36:02.290877+00:00,2021-08-23 05:36:02.290877+00:00,slow,,2021-08-23 05:36:02.290877+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
110,Blower Fire,39.01489615072919,-122.86157794673726,Blower Rd × Soda Bay Rd - Kelseyville,normal,0,2021-08-23 06:57:04.673669,,,,,,,,,,,,,,,,,,,,
111,Vegetation Fire,38.5264141,-122.8031601,"1251 Shiloh Rd, Windsor, CA 95492, USA",normal,0,2021-08-23 21:09:07.703045,,,,,,,,,,,,,,,,,,,,
112,Vegetation Fire,38.3935266,-122.6930317,"4257 Petaluma Hill Rd, Santa Rosa, CA 95404, USA",normal,0,2021-08-23 21:42:07.263021,,,,,,,,,,,,,,,,,,,,
113,Pethill Fire,38.3935266,-122.6930317,"4257 Petaluma Hill Rd, Santa Rosa, CA 95404, USA",normal,0,2021-08-23 21:42:07.551918,,,,,,,,,,,,,,,,,,,,
114,Vegetation Fire,38.3944467,-122.7185966,"Moorland Ave, Santa Rosa, CA 95407, USA",normal,0,2021-08-24 01:03:07.728647,,,,,,,,,,,,,,,,,,,,
115,GreenValley Fire,38.4520252,-122.9269771,"12720 Green Valley Road, Sebastopol, CA, USA",normal,0,2021-08-25 17:42:01.184441,,,,,,,,,,,,,,,,,,,,
116,Vegetation Fire,38.3144468,-122.3045106,"Pueblo Ave & California Blvd, Napa, CA 94558, USA",normal,0,2021-08-26 03:01:20.885123,,,,,,,,,,,,,,,,,,,,
117,Gold Fire,38.96870059105776,-122.85227668136214,Gold Dust Dr × Sanders Ln - Kelseyville,normal,0,2021-08-27 01:49:01.521766,2021-08-27 01:52:13.609321+00:00,2021-08-27 01:52:13.609321+00:00,moderate,,2021-08-27 01:52:13.609321+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
118,Clover Fire,38.852824986813395,-123.03178149872112,Highway 101 at the Mendocino County Line.,normal,0,2021-08-27 04:46:27.541874,2021-08-27 04:54:43.560984+00:00,2021-08-27 05:10:11.822223+00:00,moderate,,2021-08-27 05:10:11.822223+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
119,Annapolis Fire,38.7161847,-123.3636936,"35455 Annapolis Road, Annapolis, CA, USA",normal,0,2021-08-27 23:55:23.450741,,,,,,,,,,,,,,,,,,,,
120,Spruce Fire,38.81991301042605,-122.57658822156442,Hwy 29 × Spruce Grove S - Hidden Valley,normal,0,2021-08-28 18:36:24.138500,,,,,,,,,,,,,,,,,,,,
121,Stony Fire,38.316223,-122.729244,"2888 Stony Point Road, Cotati, CA, USA",normal,0,2021-08-31 20:48:39.614611,2021-08-31 20:55:46.888370+00:00,2021-08-31 20:55:46.888370+00:00,slow,,2021-08-31 20:55:46.888370+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
122,Wilson Fire,38.5214101,-122.8489088,"7821 Eastside Road, Windsor, CA, USA - Riverfront Park",normal,0,2021-09-01 21:15:33.151223,,,,,,,,,,,,,,,,,,,,
123,Vegetation Fire,38.1655072,-122.2529307,"2801 Broadway, American Canyon, CA 94503, USA",normal,0,2021-09-02 01:07:59.488261,,,,,,,,,,,,,,,,,,,,
124,Vegetation Fire,38.42009754866736,-122.7806603908539,"Sebastopol ave at Sebastopol Road, Sebastopol, CA, USA",normal,0,2021-09-02 06:05:16.177466,,,,,,,,,,,,,,,,,,,,
125,London Fire,38.3323587,-122.4761875,"396 London Way, Sonoma, CA, USA",normal,0,2021-09-02 21:44:39.368921,,,,,,,,,,,,,,,,,,,,
126,London Fire,38.3323587,-122.4761875,"396 London Way, Sonoma, CA, USA",normal,0,2021-09-02 21:44:39.428919,,,,,,,,,,,,,,,,,,,,
127,Neeley Fire,38.49860896134628,-122.99317715325743,Neeley Rd at Highway 116,normal,0,2021-09-03 00:32:06.938802,,,,,,,,,,,,,,,,,,,,
128,Canyon fire,38.16551068411184,-122.21058771014216,"American Canyon Road x Canyon Road.
American Canyon,  94558",normal,0,2021-09-03 22:39:58.574646,2021-09-03 22:42:55.607947+00:00,2021-09-03 22:42:55.607947+00:00,slow,,2021-09-03 22:42:55.607947+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
129,Moose Fire,39.00874160533826,-122.61378153428284,The Y - Hwy 20 × Hwy 53 - Clearlake Oaks,normal,0,2021-09-04 01:02:18.921246,,,,,,,,,,,,,,,,,,,,
130,Fish Fire,38.28476939999999,-122.2818476,"Fish Bowl, Imola Avenue West, Napa, CA, USA",normal,0,2021-09-04 20:16:31.431120,,,,,,,,,,,,,,,,,,,,
131,Burr Fire,38.683774,-122.960689,"7605 West Dry Creek Road, Healdsburg, CA, USA",normal,0,2021-09-05 04:04:08.916100,2021-09-05 04:05:11.929419+00:00,2021-09-05 04:05:11.929419+00:00,slow,,2021-09-05 04:05:11.929419+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
132,Round Fire,39.030732124876145,-122.6497802816638,Round Mtn Rd × Red Rock Rd - Clearlake Oaks,normal,0,2021-09-06 20:18:44.399885,2021-09-06 20:39:13.368057+00:00,2021-09-06 21:11:08.036540+00:00,moderate,,2021-09-06 20:39:13.368057+00:00,,2021-09-06 20:50:32.685770+00:00,,,,,,,,,0.0,0.0,0.0,1.0,2.0
133,Alexander Valley Rd Fire,38.6498527,-122.8690504,"Alexander Valley Road & Healdsburg Avenue, California, USA",normal,0,2021-09-06 23:24:29.378803,,,,,,,,,,,,,,,,,,,,
134,Rio Fire,38.61399951176257,-122.82989501953126,"Bailhache Avenue at Rio Lindo Ave, Rio Lindo CA, USA",normal,0,2021-09-07 03:17:54.959790,,,,,,,,,,,,,,,,,,,,
135,Springs Fire,38.6569354,-122.8917232,"9600 Lytton Springs Road, Geyserville, CA, USA",normal,0,2021-09-07 03:34:59.235479,,,,,,,,,,,,,,,,,,,,
136,Mill Creek Fire (multiple),38.5957486,-122.8985975,"2474 Mill Creek Road, Healdsburg, CA, USA",normal,0,2021-09-07 04:07:00.316307,2021-09-07 04:09:07.842269+00:00,2021-09-07 04:09:07.842269+00:00,slow,,2021-09-07 04:09:07.842269+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
137,Alexander Fire,38.64455003975507,-122.87010069588676,Healdsburg Ave × Passalacqua Rd - Healdsburg,normal,0,2021-09-07 04:20:53.955133,,,,,,,,,,,,,,,,,,,,
138,Chiquita Fire,38.65030524521822,-122.88137415657532,Chiquita Rd × Maybee Ln - Healdsburg,normal,0,2021-09-07 04:32:51.339456,2021-09-07 04:34:40.149575+00:00,2021-09-07 04:37:13.625081+00:00,moderate,,2021-09-07 04:34:40.149575+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
139,"13-5 (Highway 116, Guerneville) Fire",38.498273,-122.969687,"12245 Highway 116, Guerneville, CA, USA",normal,0,2021-09-07 04:54:08.745950,2021-09-07 04:59:41.555353+00:00,2021-09-07 04:59:41.555353+00:00,slow,,2021-09-07 04:59:41.555353+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
140,Emerald Fire,38.611664,-122.888272,"335 West Dry Creek Road, Healdsburg, CA, USA",normal,0,2021-09-07 05:11:33.197493,2021-09-07 05:26:49.955367+00:00,2021-09-07 05:26:49.955367+00:00,slow,,2021-09-07 05:26:49.955367+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
141,Middle Fire,38.2640579,-122.73704,"5855 Bodega Avenue, Petaluma, CA, USA",normal,0,2021-09-08 21:10:28.234566,2021-09-08 21:15:43.621821+00:00,2021-09-08 21:15:43.621821+00:00,slow,,2021-09-08 21:15:43.621821+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
142,Hessel Fire,38.3155586,-122.7483393,"3393 Roblar Road, Petaluma, CA, USA",normal,0,2021-09-09 17:37:25.849089,,,,,,,,,,,,,,,,,,,,
143,Wall fire,38.43888,-122.482216,"675 Wall Rd, Napa, CA, USA",normal,0,2021-09-10 05:00:07.662551,,,,,,,,,,,,,,,,,,,,
144,Rock Fire (Mendocino county),38.8536813,-122.9400667,"Green Rd and Pine Mountain Rd, Cloverdale, CA, USA",normal,0,2021-09-10 06:19:30.109656,,,,,,,,,,,,,,,,,,,,
145,Meadow Fire,38.3771117,-122.5898741,"225 Mountain Meadow Ln, Santa Rosa, California, USA",normal,0,2021-09-10 06:27:58.819285,,,,,,,,,,,,,,,,,,,,
146,Diamond Fire,38.80644165959511,-122.59960363659602,USS Liberty Ln × Spruce Grove Ext - Hidden Valley,normal,0,2021-09-10 20:46:48.762504,2021-09-10 20:49:14.194233+00:00,2021-09-10 20:58:14.479426+00:00,moderate,,2021-09-10 20:58:14.479426+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
147,River Fire,38.46130482822999,-123.01488536708491,"Delta Way, Monte Rio, CA, USA",normal,0,2021-09-11 16:01:30.361660,2021-09-11 16:35:47.579767+00:00,2021-09-11 16:35:47.579767+00:00,slow,,2021-09-11 16:35:47.579767+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
148,Hopkins Fire,39.23226615722472,-123.2005548477173,"51 Moore St, Calpella, CA, USA",normal,0,2021-09-12 23:42:33.031953,,,,,,,,,,,,,,,,,,,,
149,McCutchan Fire,38.884218330491095,-122.99018383026124,"Cloverdale Peak Rd, Hopland, CA, USA",normal,0,2021-09-13 21:29:07.060712,2021-09-13 21:36:04.720255+00:00,2021-09-13 22:17:49.751676+00:00,moderate,,2021-09-13 21:36:04.720255+00:00,,2021-09-13 21:54:32.028033+00:00,,,,,,,,,0.0,0.0,0.0,1.0,2.0
150,Sonoma Fire,38.3084129,-122.5899851,"600 Sonoma Mountain Road, Petaluma, CA, USA",normal,0,2021-09-15 05:22:00.588676,2021-09-15 05:29:30.439824+00:00,2021-09-15 05:29:30.439824+00:00,slow,,2021-09-15 05:29:30.439824+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
151,Vegetation Fire,38.3861004,-122.7692991,"Llano Road & Todd Road, California, USA",normal,0,2021-09-16 00:10:22.937428,2021-09-16 00:14:11.884040+00:00,2021-09-16 00:14:11.884040+00:00,slow,,2021-09-16 00:14:11.884040+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
152,Willowside Fire,38.44463984064457,-122.80569076538087,"Willowside Road at Hall Road, Santa Rosa, CA, USA",normal,0,2021-09-18 09:10:11.227405,,,,,,,,,,,,,,,,,,,,
153,Olympic Fire,38.962401991505985,-122.64465506031569,Memory Ln × Orchard Ln - Clearlake,normal,0,2021-09-18 23:16:49.118844,2021-09-18 23:17:28.787029+00:00,2021-09-18 23:17:28.787029+00:00,slow,,2021-09-18 23:17:28.787029+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
154,Witter Fire,39.1658951247791,-122.9641377845968,Hwy 20 × Witter Springs Rd - Upper Lake,normal,0,2021-09-20 21:31:07.936100,2021-09-20 21:34:33.455458+00:00,2021-09-20 21:34:33.455458+00:00,moderate,,2021-09-20 21:34:33.455458+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
155,Ormsby Fire,38.2782337,-122.6517857,"487 Ormsby Lane, Petaluma, CA, USA",normal,0,2021-09-21 20:35:48.532245,,,,,,,,,,,,,,,,,,,,
156,Gap Fire,39.16689546720228,-123.241925239563,1500 Low Gap Rd × Despina Dr - Ukiah,normal,0,2021-09-21 22:35:43.418719,2021-09-21 23:01:59.773816+00:00,2021-09-21 23:01:59.773816+00:00,slow,,2021-09-21 23:01:59.773816+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
157,Fremont Fire,38.253448,-122.393564,"Fremont Dr & Napa Road, California, USA",normal,0,2021-09-22 21:22:41.243320,2021-09-22 21:36:55.813777+00:00,2021-09-22 21:50:20.638011+00:00,moderate,,2021-09-22 21:36:55.813777+00:00,,2021-09-22 21:50:20.638011+00:00,,,,,,,,,0.0,0.0,0.0,1.0,2.0
158,Auto Fire,38.94109639366181,-122.77942242965722,Hwy 29 × Old Lower Lake Rd - Kelseyville,normal,0,2021-09-26 17:46:02.313074,2021-09-26 17:48:07.934774+00:00,2021-09-26 17:48:07.934774+00:00,slow,,2021-09-26 17:48:07.934774+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
159,View Fire,39.02713453932307,-122.67382306530313,Lakeview Dr - Oak Grove Ave - Clearlake Oaks,normal,0,2021-09-29 00:44:52.646009,,,,,,,,,,,,,,,,,,,,
160,Guerneville Fire,38.4544902,-122.7806653,"2787 Guerneville Road, Santa Rosa, CA, USA",normal,0,2021-09-29 19:03:12.518209,2021-09-29 19:05:58.588775+00:00,2021-09-29 19:05:58.588775+00:00,moderate,,2021-09-29 19:05:58.588775+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
161,Armstrong Fire,38.53053244767855,-122.99766182899477,Sweetwater Springs Rd × Armstrong Woods Rd - Guerneville,normal,0,2021-10-01 00:40:22.801346,2021-10-01 00:57:22.986185+00:00,2021-10-01 00:57:22.986185+00:00,slow,,2021-10-01 00:57:22.986185+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
162,Modoc Fire,38.971141899968714,-122.65458820240572,Sonoma Ave × Park St - Clearlake Park,normal,0,2021-10-02 01:00:19.560276,,,,,,,,,,,,,,,,,,,,
163,Raspberry Fire,38.3689751,-122.9079509,"215 Raspberry Lane, Sebastopol, CA, USA",normal,0,2021-10-03 23:29:00.009724,2021-10-03 23:34:00.520903+00:00,2021-10-03 23:34:00.520903+00:00,slow,,2021-10-03 23:34:00.520903+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
164,Sulpher Fire,38.9947718391476,-122.68062520686388,Sulpher Bank Dr × North Dr - Clearlake Oaks,normal,0,2021-10-04 06:07:01.948395,,,,,,,,,,,,,,,,,,,,
165,8th Street Fire,38.25955603879349,-122.44623184204104,"8th Street East at Carneros Park Blvd, Schellville",normal,0,2021-10-04 17:30:11.527827,,,,,,,,,,,,,,,,,,,,
166,Stony Fire,38.3548211,-122.7259732,"607 Martin Avenue, Rohnert Park, CA, USA",normal,0,2021-10-06 09:50:43.054367,,,,,,,,,,,,,,,,,,,,
167,Redwood fire,38.3337122,-122.3652363,"3661 Redwood Rd, Napa, CA, USA",normal,0,2021-10-07 20:38:23.568658,,,,,,,,,,,,,,,,,,,,
168,Pepper Fire,38.27687962315115,-122.76610136032106,"Walker Road, Petaluma, CA, USA",normal,0,2021-10-09 00:41:23.190595,,,,,,,,,,,,,,,,,,,,
169,Shady Fire,39.807691,-123.2380362,"24468 Shady Lane, Covelo, CA, USA",normal,0,2021-10-11 00:05:12.221558,2021-10-11 00:07:56.972408+00:00,2021-10-11 00:07:56.972408+00:00,moderate,,2021-10-11 00:07:56.972408+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
170,Barnes Fire,39.8168035,-123.2293782,"State Hwy 162 & Barnes Lane, California, USA",normal,0,2021-10-11 16:27:30.238833,,,,,,,,,,,,,,,,,,,,
171,Pleasant Fire,38.54026817398887,-122.77449131011964,"Chalk Hill Road and Pleasant Hill rd. Windsor CA, United States",normal,0,2021-10-11 20:24:23.820749,,,,,,,,,,,,,,,,,,,,
172,Box Fire,38.92835770312028,-122.61723792851926,Dam Rd × Lake St - Clearlake,normal,0,2021-10-11 20:33:23.400761,2021-10-11 20:34:16.195341+00:00,2021-10-11 20:34:16.195341+00:00,moderate,,2021-10-11 20:34:16.195341+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
173,Vegetation Fire,38.2891671,-122.4261313,"19425 Lovall Valley Court, Sonoma, CA, USA",normal,0,2021-10-11 23:42:03.220339,,,,,,,,,,,,,,,,,,,,
174,Newell Fire,38.1693658,-122.2416763,"5999 Newell Drive, American Canyon, CA, USA",normal,0,2021-10-12 01:21:23.306274,,,,,,,,,,,,,,,,,,,,
175,Vegetation Fire,38.35255520789961,-122.74045944213869,"Stony Point at Rohnert Park Expressway, Bellevue, CA, USA",normal,0,2021-10-12 03:51:39.017777,2021-10-12 03:54:38.903882+00:00,2021-10-12 03:54:38.903882+00:00,slow,,2021-10-12 03:54:38.903882+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
176,Graton Fire,38.4226712,-122.8705586,"9280 Occidental Road, Sebastopol, CA, USA",normal,0,2021-10-12 14:41:03.388988,,,,,,,,,,,,,,,,,,,,
177,Bachelor Fire,39.18631223674136,-122.95688529618629,Bachelor Valley Rd × East Rd - Upper Lake,normal,0,2021-10-12 18:17:11.080300,2021-10-12 18:23:09.860051+00:00,2021-10-12 18:28:23.430248+00:00,moderate,,2021-10-12 18:23:09.860051+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
178,Leslie Fire,38.95724527674374,-122.882117343758,Leslie Ln × Boggs Ln - Kelseyville,normal,0,2021-10-12 21:54:21.311381,,,,,,,,,,,,,,,,,,,,
179,Brooks Fire,38.391155584636294,-122.70870208740234,"Brooks Ave & Ward Road, Santa Rosa, California, USA",normal,0,2021-10-13 05:35:29.416921,,,,,,,,,,,,,,,,,,,,
180,Cedar Fire,38.954334995673925,-122.6208400960428,Cedar Ave × Davis Ave - Clearlake,normal,0,2021-10-13 08:35:44.610739,2021-10-13 08:36:35.634269+00:00,2021-10-13 08:44:28.829514+00:00,slow,,2021-10-13 08:36:35.634269+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
181,Vegetation Fire,38.3900617,-122.7090775,"3569 Brooks Avenue, Santa Rosa, CA, USA",normal,0,2021-10-13 22:35:14.825656,,,,,,,,,,,,,,,,,,,,
182,Monte Fire,39.1035621,-123.4978583,"4630 Monte Bloyd Road, Philo, CA, USA",normal,0,2021-10-15 00:25:04.374918,2021-10-15 00:40:01.569212+00:00,2021-10-15 00:40:01.569212+00:00,slow,,2021-10-15 00:40:01.569212+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
183,Moscow Fire,38.4651572,-123.0363175,"22386 Moscow Road, Monte Rio, CA, USA",normal,0,2021-10-15 01:03:02.878382,2021-10-15 01:15:10.634343+00:00,2021-10-15 01:15:10.634343+00:00,slow,,2021-10-15 01:15:10.634343+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
184,Cooley Fire,38.8237792,-123.0110356,"Cloverdale River Park, McCray Road, Cloverdale, CA, USA",normal,0,2021-10-15 04:44:06.663512,2021-10-15 04:46:42.668932+00:00,2021-10-15 04:46:42.668932+00:00,moderate,,2021-10-15 04:46:42.668932+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0
185,Vista Fire,38.4651761,-123.0122586,"21492 Monte Vista Terrace, Monte Rio, CA, USA",normal,0,2021-10-15 21:37:08.756416,,,,,,,,,,,,,,,,,,,,
186,Miller Fire,38.6996015,-123.4140054,"Annapolis Rd & Miller Ridge Rd, California, USA",normal,0,2021-10-16 01:16:02.248268,,,,,,,,,,,,,,,,,,,,
187,Freeze Fire,38.453441,-123.0545887,"25200 California 116, Monte Rio, CA, USA",normal,0,2021-10-16 05:56:09.663667,2021-10-16 05:57:20.431070+00:00,2021-10-16 05:57:20.431070+00:00,slow,,2021-10-16 05:57:20.431070+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0
