geo_event_id,name,lat,lng,address,notification_type,is_active,date_created,first_seen,last_seen,ros_value,last_acreage,first_radio_traffic_indicates_rate_of_spread,first_radio_traffic_indicates_structure_threat,first_radio_traffic_indicates_spotting,first_data.evacuation_orders,first_data.evacuation_warnings,first_data.evacuation_advisories,first_notification_type,first_data.acreage,alert_lag_mins,warning_to_order_mins,ros_to_evac_mins,had_evac_order,had_evac_warning,had_structure_threat,had_ros_report,ros_severity,first_seen_dt,year,county,rg_state,COUNTY,county_pop,n_tracts,rpl_themes,rpl_theme1,rpl_theme2,rpl_theme3,rpl_theme4,ep_limeng,ep_noveh,ep_age65,ep_disabl,ep_pov150,ep_noint
86,Vegetation Fire,38.2492369,-122.6259043,"E Washington St & N McDowell Blvd, Petaluma, CA 94954, USA",normal,0,2021-08-13 02:20:16.701817,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
87,Vegetation Fire,38.6629256,-123.2279778,"Sewell Rd & Stewarts Point-Skaggs Springs Rd, California 95412, USA",normal,0,2021-08-13 11:55:03.780784,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
88,Middle Fire,38.249935,-122.7259122,"3643 Middle 2 Rock Rd, Petaluma, CA 94952, USA",normal,0,2021-08-13 19:06:17.853365,2021-08-13 19:18:23.648715+00:00,2021-08-13 19:41:51.366419+00:00,moderate,,2021-08-13 19:18:23.648715+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,2021-08-13 19:18:23.648715+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
89,Coyote Fire,38.829738512880176,-122.5849618060994,Hwy 29 North of Spruce Grove Rd South - Hidden Valley,normal,0,2021-08-14 00:12:19.423932,2021-08-14 00:25:21.551458+00:00,2021-08-14 01:32:51.390014+00:00,moderate,,2021-08-14 00:25:21.551458+00:00,2021-08-14 00:32:24.101663+00:00,2021-08-14 01:32:51.390014+00:00,,,,,,,,,0.0,0.0,1.0,1.0,2.0,2021-08-14 00:25:21.551458+00:00,2021.0,Lake County,California,Lake County,68024.0,21.0,0.6038523697518522,0.6348944490179936,0.7011487004586615,0.1741360064095025,0.564531904915912,3.138781900505704,5.401201046689404,23.23780724450194,19.80398094790074,28.478378219451958,16.1476890509232
90,Spain Fire,38.297892,-122.4630615,"300 W Spain St, Sonoma, CA 95476, USA",normal,0,2021-08-14 08:34:29.427012,2021-08-14 08:55:05.936617+00:00,2021-08-14 09:07:53.143452+00:00,slow,,2021-08-14 08:55:05.936617+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2021-08-14 08:55:05.936617+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
91,West Fire,38.405139,-122.9700785,"3170 Westwood Ln, Occidental, CA 95465, USA",normal,0,2021-08-14 20:08:59.903591,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
92,Vegetation Fire,38.5021205,-122.8979992,"Westside Rd, Forestville, CA, USA",normal,0,2021-08-15 02:15:44.822988,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
93,Vegetation Fire,38.2448041,-122.6428016,"205 W Payran St, Petaluma, CA 94952, USA",normal,0,2021-08-15 18:52:20.120955,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
94,Point Fire,38.6795299,-123.2855939,"27010 Stewarts Point-Skaggs Springs Rd, Annapolis, CA 95412, USA",normal,0,2021-08-15 21:43:19.987564,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
95,Deer Fire,38.804398989310656,-122.56809574291673,Spyglass Rd × Deer Hollow Rd - Hidden Valley,normal,0,2021-08-16 01:18:18.663830,2021-08-16 01:22:35.983958+00:00,2021-08-16 01:22:35.983958+00:00,slow,,2021-08-16 01:22:35.983958+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2021-08-16 01:22:35.983958+00:00,2021.0,Lake County,California,Lake County,68024.0,21.0,0.6038523697518522,0.6348944490179936,0.7011487004586615,0.1741360064095025,0.564531904915912,3.138781900505704,5.401201046689404,23.23780724450194,19.80398094790074,28.478378219451958,16.1476890509232
96,McGary Fire,38.2035622,-122.1556967,"I-80 x American Canyon Rd., American Canyon, California, USA",normal,0,2021-08-16 21:47:14.218306,,,,,,,,,,,,,,,,,,,,,,,Solano County,California,Solano County,450995.0,100.0,0.4176921227884578,0.3884520736892465,0.5398094991026927,0.49722717435891745,0.3977859400163065,4.91930531380614,4.472399325278906,16.52645905165246,12.376973458125288,14.825700045595335,6.764202721794345
97,Vegetation Fire,38.3973351,-122.7354906,"3223 Primrose Ave, Santa Rosa, CA 95407, USA",normal,0,2021-08-18 15:07:09.805003,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
98,Vegetation Fire,38.3973351,-122.7354906,"3223 Primrose Ave, Santa Rosa, CA 95407, USA",normal,0,2021-08-18 15:07:10.563424,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
99,Cache Fire,38.927531665943064,-122.60156695504432,6th Ave × Cache St - Lower Lake,normal,0,2021-08-18 19:38:32.661029,2021-08-18 19:40:59.623819+00:00,2021-08-18 23:03:45.885438+00:00,extreme,,2021-08-18 19:40:59.623819+00:00,2021-08-18 19:52:08.800946+00:00,,,,,,,,,,0.0,0.0,1.0,1.0,5.0,2021-08-18 19:40:59.623819+00:00,2021.0,Lake County,California,Lake County,68024.0,21.0,0.6038523697518522,0.6348944490179936,0.7011487004586615,0.1741360064095025,0.564531904915912,3.138781900505704,5.401201046689404,23.23780724450194,19.80398094790074,28.478378219451958,16.1476890509232
100,Vegetation Fire,38.4253733,-122.3926005,"7585 St Helena Hwy, Napa, CA 94558, USA",normal,0,2021-08-19 19:21:29.082274,,,,,,,,,,,,,,,,,,,,,,,Napa County,California,Napa County,137384.0,40.0,0.4787734830839108,0.42848063602748504,0.5557431782449195,0.33772370290572407,0.5426708896232457,7.534514936237116,4.850905491178012,20.217116258079546,12.312958568683399,14.233137046526522,7.060859343154953
101,Shady Fire,38.48057747069226,-122.99994707107544,"Old Monte Rio Road, Guerneville, CA, USA",normal,0,2021-08-20 05:13:38.405482,2021-08-20 05:31:14.511140+00:00,2021-08-20 05:31:14.511140+00:00,slow,,2021-08-20 05:31:14.511140+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2021-08-20 05:31:14.511140+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
102,Dutton Fire,38.4101067,-122.729297,"Dutton Meadow & Tuxhorn Dr, Santa Rosa, CA 95407, USA",normal,0,2021-08-21 04:51:16.267894,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
103,Vegetation Fire,38.2473235,-122.5923679,"Casa Grande Rd & Allen St, Petaluma, CA 94954, USA",normal,0,2021-08-21 21:11:18.349837,2021-08-21 21:20:54.254949+00:00,2021-08-21 21:20:54.254949+00:00,moderate,,2021-08-21 21:20:54.254949+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,2021-08-21 21:20:54.254949+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
104,Vegetation Fire,38.3400922,-122.7415831,"1068 Stony Glen Ln, Cotati, CA 94931, USA",normal,0,2021-08-22 01:21:48.398107,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
105,Vegetation Fire,38.3400922,-122.7415831,"1068 Stony Glen Ln, Cotati, CA 94931, USA",normal,0,2021-08-22 01:23:18.037828,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
106,Pepper Fire,38.2844118,-122.6877416,"Pepper Rd & Stony Point Rd, California 94952, USA",normal,0,2021-08-22 21:09:37.207067,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
107,Vegetation Fire,38.274061,-122.6769334,"Denman Rd & Stony Point Rd, Petaluma, CA 94954, USA",normal,0,2021-08-22 21:11:07.178319,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
108,Vegetation Fire,38.4396139,-122.7615427,"2375 W 3rd St, Santa Rosa, CA 95401, USA",normal,0,2021-08-23 00:46:22.356525,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
109,Mountain Fire,38.672861,-122.9458827,"Mountain View Ranch Rd & W Dry Creek Rd, California 95448, USA",normal,0,2021-08-23 05:31:35.368975,2021-08-23 05:36:02.290877+00:00,2021-08-23 05:36:02.290877+00:00,slow,,2021-08-23 05:36:02.290877+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2021-08-23 05:36:02.290877+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
110,Blower Fire,39.01489615072919,-122.86157794673726,Blower Rd × Soda Bay Rd - Kelseyville,normal,0,2021-08-23 06:57:04.673669,,,,,,,,,,,,,,,,,,,,,,,Lake County,California,Lake County,68024.0,21.0,0.6038523697518522,0.6348944490179936,0.7011487004586615,0.1741360064095025,0.564531904915912,3.138781900505704,5.401201046689404,23.23780724450194,19.80398094790074,28.478378219451958,16.1476890509232
111,Vegetation Fire,38.5264141,-122.8031601,"1251 Shiloh Rd, Windsor, CA 95492, USA",normal,0,2021-08-23 21:09:07.703045,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
112,Vegetation Fire,38.3935266,-122.6930317,"4257 Petaluma Hill Rd, Santa Rosa, CA 95404, USA",normal,0,2021-08-23 21:42:07.263021,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
113,Pethill Fire,38.3935266,-122.6930317,"4257 Petaluma Hill Rd, Santa Rosa, CA 95404, USA",normal,0,2021-08-23 21:42:07.551918,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
114,Vegetation Fire,38.3944467,-122.7185966,"Moorland Ave, Santa Rosa, CA 95407, USA",normal,0,2021-08-24 01:03:07.728647,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
115,GreenValley Fire,38.4520252,-122.9269771,"12720 Green Valley Road, Sebastopol, CA, USA",normal,0,2021-08-25 17:42:01.184441,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
116,Vegetation Fire,38.3144468,-122.3045106,"Pueblo Ave & California Blvd, Napa, CA 94558, USA",normal,0,2021-08-26 03:01:20.885123,,,,,,,,,,,,,,,,,,,,,,,Napa County,California,Napa County,137384.0,40.0,0.4787734830839108,0.42848063602748504,0.5557431782449195,0.33772370290572407,0.5426708896232457,7.534514936237116,4.850905491178012,20.217116258079546,12.312958568683399,14.233137046526522,7.060859343154953
117,Gold Fire,38.96870059105776,-122.85227668136214,Gold Dust Dr × Sanders Ln - Kelseyville,normal,0,2021-08-27 01:49:01.521766,2021-08-27 01:52:13.609321+00:00,2021-08-27 01:52:13.609321+00:00,moderate,,2021-08-27 01:52:13.609321+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,2021-08-27 01:52:13.609321+00:00,2021.0,Lake County,California,Lake County,68024.0,21.0,0.6038523697518522,0.6348944490179936,0.7011487004586615,0.1741360064095025,0.564531904915912,3.138781900505704,5.401201046689404,23.23780724450194,19.80398094790074,28.478378219451958,16.1476890509232
118,Clover Fire,38.852824986813395,-123.03178149872112,Highway 101 at the Mendocino County Line.,normal,0,2021-08-27 04:46:27.541874,2021-08-27 04:54:43.560984+00:00,2021-08-27 05:10:11.822223+00:00,moderate,,2021-08-27 05:10:11.822223+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,2.0,2021-08-27 04:54:43.560984+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
119,Annapolis Fire,38.7161847,-123.3636936,"35455 Annapolis Road, Annapolis, CA, USA",normal,0,2021-08-27 23:55:23.450741,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
120,Spruce Fire,38.81991301042605,-122.57658822156442,Hwy 29 × Spruce Grove S - Hidden Valley,normal,0,2021-08-28 18:36:24.138500,,,,,,,,,,,,,,,,,,,,,,,Lake County,California,Lake County,68024.0,21.0,0.6038523697518522,0.6348944490179936,0.7011487004586615,0.1741360064095025,0.564531904915912,3.138781900505704,5.401201046689404,23.23780724450194,19.80398094790074,28.478378219451958,16.1476890509232
121,Stony Fire,38.316223,-122.729244,"2888 Stony Point Road, Cotati, CA, USA",normal,0,2021-08-31 20:48:39.614611,2021-08-31 20:55:46.888370+00:00,2021-08-31 20:55:46.888370+00:00,slow,,2021-08-31 20:55:46.888370+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2021-08-31 20:55:46.888370+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
122,Wilson Fire,38.5214101,-122.8489088,"7821 Eastside Road, Windsor, CA, USA - Riverfront Park",normal,0,2021-09-01 21:15:33.151223,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
123,Vegetation Fire,38.1655072,-122.2529307,"2801 Broadway, American Canyon, CA 94503, USA",normal,0,2021-09-02 01:07:59.488261,,,,,,,,,,,,,,,,,,,,,,,Napa County,California,Napa County,137384.0,40.0,0.4787734830839108,0.42848063602748504,0.5557431782449195,0.33772370290572407,0.5426708896232457,7.534514936237116,4.850905491178012,20.217116258079546,12.312958568683399,14.233137046526522,7.060859343154953
124,Vegetation Fire,38.42009754866736,-122.7806603908539,"Sebastopol ave at Sebastopol Road, Sebastopol, CA, USA",normal,0,2021-09-02 06:05:16.177466,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
125,London Fire,38.3323587,-122.4761875,"396 London Way, Sonoma, CA, USA",normal,0,2021-09-02 21:44:39.368921,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
126,London Fire,38.3323587,-122.4761875,"396 London Way, Sonoma, CA, USA",normal,0,2021-09-02 21:44:39.428919,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
127,Neeley Fire,38.49860896134628,-122.99317715325743,Neeley Rd at Highway 116,normal,0,2021-09-03 00:32:06.938802,,,,,,,,,,,,,,,,,,,,,,,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
128,Canyon fire,38.16551068411184,-122.21058771014216,"American Canyon Road x Canyon Road.
American Canyon,  94558",normal,0,2021-09-03 22:39:58.574646,2021-09-03 22:42:55.607947+00:00,2021-09-03 22:42:55.607947+00:00,slow,,2021-09-03 22:42:55.607947+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2021-09-03 22:42:55.607947+00:00,2021.0,Napa County,California,Napa County,137384.0,40.0,0.4787734830839108,0.42848063602748504,0.5557431782449195,0.33772370290572407,0.5426708896232457,7.534514936237116,4.850905491178012,20.217116258079546,12.312958568683399,14.233137046526522,7.060859343154953
129,Moose Fire,39.00874160533826,-122.61378153428284,The Y - Hwy 20 × Hwy 53 - Clearlake Oaks,normal,0,2021-09-04 01:02:18.921246,,,,,,,,,,,,,,,,,,,,,,,Lake County,California,Lake County,68024.0,21.0,0.6038523697518522,0.6348944490179936,0.7011487004586615,0.1741360064095025,0.564531904915912,3.138781900505704,5.401201046689404,23.23780724450194,19.80398094790074,28.478378219451958,16.1476890509232
130,Fish Fire,38.28476939999999,-122.2818476,"Fish Bowl, Imola Avenue West, Napa, CA, USA",normal,0,2021-09-04 20:16:31.431120,,,,,,,,,,,,,,,,,,,,,,,Napa County,California,Napa County,137384.0,40.0,0.4787734830839108,0.42848063602748504,0.5557431782449195,0.33772370290572407,0.5426708896232457,7.534514936237116,4.850905491178012,20.217116258079546,12.312958568683399,14.233137046526522,7.060859343154953
131,Burr Fire,38.683774,-122.960689,"7605 West Dry Creek Road, Healdsburg, CA, USA",normal,0,2021-09-05 04:04:08.916100,2021-09-05 04:05:11.929419+00:00,2021-09-05 04:05:11.929419+00:00,slow,,2021-09-05 04:05:11.929419+00:00,,,,,,,,,,,0.0,0.0,0.0,1.0,1.0,2021-09-05 04:05:11.929419+00:00,2021.0,Sonoma County,California,Sonoma County,488436.0,121.0,0.4068065631935402,0.378813962934755,0.46917498996797946,0.22733230638200297,0.5075786637348598,5.494702888402984,4.504252757781982,20.591348917770187,11.841006395924952,14.354550237902203,6.161935238188831
